participant,participant_id,piece,video,condition,audio_file,trim_start_s,trim_stop_s,audio_duration_s,key,mode,key_strength,is_minor,chroma_entropy_mean,chroma_entropy_sd,key_stability,chroma_flux_mean,tempo_bpm,rms_mean,rms_sd,spectral_centroid_mean,onset_rate_hz,harmonic_ratio
P3,3,3,3,self_selected,P3_video3_IMG1200.mp3,2.83,107.25,104.42,D,minor,0.6603475447538302,1,3.043254852294922,0.3033826351165771,0.426700110199089,0.0396943651139736,184.5703125,0.074811615049839,0.0476643703877925,712.8500152478442,2.3462938134457,0.8287352974175762
P4,4,1,1,sight_reading,P4_video1_IMG1201.mp3,2.23,82.06,79.83002267573696,G,minor,0.8451313209282416,1,2.5870254039764404,0.5139874815940857,0.2773975311913781,0.0413108356297016,80.74951171875,0.0499322712421417,0.0405631363391876,755.7372199050661,1.7286729400108622,0.850435656048792
P4,4,2,2,sight_reading,P4_video2_IMG1202.mp3,4.81,64.69,59.88,G,minor,0.7592625219164475,1,2.8512179851531982,0.4326408207416534,0.3520685164046486,0.0586884506046772,123.046875,0.0727288350462913,0.0489766635000705,795.7049740946873,3.0394121576486306,0.8252439655476268
P4,4,3,3,self_selected,P4_video3_IMG1203.mp3,5.46,123.79,118.32997732426304,A#,minor,0.794933835438272,1,2.973264694213867,0.2748350799083709,0.4544267597971747,0.0355734340846538,103.359375,0.0480338372290134,0.045130155980587,652.2941705737221,1.749345387202703,0.8251200840900051
P5,5,1,1,sight_reading,P5_video1_IMG0822.mp3,0.58,158.8,158.22,G,minor,0.7781187332336743,1,2.933993101119995,0.6782571077346802,0.2212221924229181,0.0326314121484756,64.599609375,0.0233942903578281,0.0266516450792551,1300.122371840867,1.2135001896094046,0.8332322839189374
P5,5,2,2,sight_reading,P5_video2_IMG0823.mp3,0.58,69.66,69.08,G,minor,0.906673077639436,1,2.9947476387023926,0.3990818858146667,0.2999498199329871,0.0501383207738399,129.19921875,0.0498086065053939,0.0311106275767087,949.8054807757626,3.228141285466126,0.8070741335886705
P5,5,3,3,self_selected,P5_video3_IMG0824.mp3,0.26,283.96,283.7,E,minor,0.6154586064366114,1,3.0660979747772217,0.3521308600902557,0.1794272460034631,0.0487291403114795,143.5546875,0.0558515079319477,0.0425874479115009,834.2921339662904,2.2805780754317944,0.8227419788505357
P6,6,1,1,sight_reading,P6_video1_IMG0825.mp3,1.58,100.45,98.86997732426305,G,minor,0.9149260136273646,1,2.661959171295166,0.5728003978729248,0.2611691498566829,0.0366060808300972,66.25600961538461,0.0315867699682712,0.02436632104218,840.545415485086,1.496915484410456,0.812765160341164
P6,6,2,2,sight_reading,P6_video2_IMG0826.mp3,0.19,76.25,76.06,G,minor,0.8711538961207471,1,3.0997560024261475,0.3972414135932922,0.247033319970215,0.0530527457594871,123.046875,0.0463663265109062,0.0400168932974338,1071.521176375309,2.86615829608204,0.7569542034925006
P6,6,3,3,self_selected,P6_video3_IMG0827.mp3,4.78,289.34,284.55995464852606,G#,major,0.8739386728389792,0,2.9363410472869877,0.2791158556938171,0.4356072341663882,0.038287453353405,117.45383522727272,0.0991493016481399,0.0655508711934089,693.3625988907726,2.3228848233984065,0.8523064178898504
P7,7,1,1,sight_reading,P7_video1_IMG0828.mp3,0.16,82.22,82.06,G,minor,0.9143146362780804,1,2.6442482471466064,0.5935127139091492,0.2439568963133113,0.0398904122412204,75.99954044117646,0.0323036238551139,0.021887918934226,839.2955324337574,1.7791859614915917,0.8320504325108763
P7,7,2,2,sight_reading,P7_video2_IMG0829.mp3,0.37,83.55,83.18,G,minor,0.8423283381786811,1,3.004635095596313,0.3984074294567108,0.2614639526110215,0.0492243580520153,99.38401442307692,0.0335213206708431,0.025731636211276,966.3803605807212,2.6448665544602066,0.7831872825201659
P7,7,3,3,self_selected,P7_video3_IMG0830.mp3,2.95,108.0,105.05002267573695,C,minor,0.9153579779446404,1,2.910102128982544,0.4143576323986053,0.3713003642252088,0.0432489104568958,103.359375,0.0496835112571716,0.0354675017297267,864.7402852017179,2.532127011729214,0.8032987604746329
P8,8,1,1,sight_reading,P8_video1_IMG1204.mp3,5.85,113.78,107.93002267573696,G,minor,0.867560457211644,1,2.382229804992676,0.6137657761573792,0.2571350453301365,0.0413818880915641,57.421875,0.0479415394365787,0.0418876260519027,757.8036960807873,1.2230146601245369,0.8117277774628229
P8,8,2,2,sight_reading,P8_video2_IMG1205.mp3,2.83,84.75,81.92,G,minor,0.8487668604147401,1,2.7517993450164795,0.5345455408096313,0.2857789368830508,0.0614919066429138,95.703125,0.0617620833218097,0.0470220185816288,880.1535867569453,2.4658203125,0.8079504750228412
P8,8,3,3,self_selected,P8_video3_IMG1206.mp3,1.86,237.93,236.06997732426305,D,major,0.8471675006529598,0,3.0686941146850586,0.266954094171524,0.2877942883574508,0.0711900144815445,129.19921875,0.0743554159998893,0.0298224482685327,763.7051519621524,3.634515535287492,0.782665710088024
P9,9,1,1,sight_reading,P9_video1_IMG1207.mp3,3.81,99.47,95.66,G,minor,0.8758787409253406,1,2.455164194107056,0.5820906162261963,0.2705881720138707,0.0443809516727924,66.25600961538461,0.0437953546643257,0.0349250994622707,746.0005469760227,1.5889609031988292,0.8443858124321969
P9,9,2,2,sight_reading,P9_video2_IMG1208.mp3,0.0,76.28,76.28,G,minor,0.8557668844081239,1,2.855435371398926,0.4406087100505829,0.3117107959636281,0.0627241358160972,117.45383522727272,0.0511120446026325,0.0402900986373424,822.3886520676923,2.779234399580493,0.8042032293753831
P9,9,3,3,self_selected,P9_video3_IMG1209.mp3,5.5,377.49,371.9899773242631,C,minor,0.7926270670349398,1,3.0507822036743164,0.2176026105880737,0.4095507145554139,0.0347941592335701,215.33203125,0.0694446191191673,0.0394600257277488,605.1787751410903,2.048442287292504,0.8305280852324105
