participant,participant_id,piece,condition,audio_file,audio_duration_s,key,mode,key_strength,is_minor,chroma_entropy_mean,chroma_entropy_sd,key_stability,chroma_flux_mean,tempo_bpm,rms_mean,rms_sd,spectral_centroid_mean,onset_rate_hz,harmonic_ratio
P4,4,3,self_selected,P4_video3_IMG1203.mp3,124.52716553287982,A#,minor,0.7959492390482252,1,2.9990365505218506,0.29341885447502136,0.43647750721203393,0.03473694995045662,103.359375,0.0457654744386673,0.04510555416345596,712.5592736811406,1.8550169275233954,0.8252268291440651
P5,5,1,sight_reading,P5_video1_IMG0822.mp3,160.33378684807255,G,minor,0.7703459696425778,1,2.9417083263397217,0.6785027980804443,0.22042165355827936,0.03243836760520935,64.599609375,0.023096948862075806,0.02659722790122032,1310.1322040260366,1.2162127760680668,0.8331723609927841
P5,5,2,sight_reading,P5_video2_IMG0823.mp3,70.12426303854875,G,minor,0.9089181218074943,1,3.003063917160034,0.4018290936946869,0.2951201922557694,0.04967661574482918,129.19921875,0.04907814413309097,0.0314444899559021,970.9904613691937,3.2085898696192054,0.8069596281913011
P5,5,3,self_selected,P5_video3_IMG0824.mp3,285.07138321995467,E,minor,0.618133828956324,1,3.068535566329956,0.3529091775417328,0.17760622187666647,0.048598092049360275,143.5546875,0.055580586194992065,0.042659081518650055,841.1190808085186,2.5467305479758897,0.8224756954672474
P6,6,1,sight_reading,P6_video1_IMG0825.mp3,100.93714285714286,G,minor,0.9167021058194976,1,2.680311441421509,0.5807712078094482,0.25680942411969687,0.036232441663742065,66.25600961538461,0.030956165865063667,0.02450028993189335,867.1870866634972,1.4860733695652173,0.8126141683220739
P6,6,2,sight_reading,P6_video2_IMG0826.mp3,77.29922902494332,G,minor,0.8674709349838878,1,3.1072216033935547,0.3972069323062897,0.2452629350712702,0.05245189741253853,123.046875,0.045635972172021866,0.04009709879755974,1089.063731972003,2.639094885851607,0.7572066268678012
P6,6,3,self_selected,P6_video3_IMG0827.mp3,290.1333333333333,G#,major,0.8755725061222129,0,2.9473884105682373,0.2892408072948456,0.424780389700652,0.03788158670067787,117.45383522727273,0.09727839380502701,0.06627343595027924,715.4363048349227,2.2748161764705883,0.8520265896246076
P7,7,1,sight_reading,P7_video1_IMG0828.mp3,82.87201814058957,G,minor,0.9173378393535087,1,2.651608943939209,0.6120900511741638,0.22905836667247978,0.039770450443029404,75.99954044117646,0.03199915960431099,0.021994609385728836,846.5360254882663,1.8341534743625665,0.8320281502586118
P7,7,2,sight_reading,P7_video2_IMG0829.mp3,84.17233560090703,G,minor,0.8481616486528378,1,3.0093307495117188,0.40248554944992065,0.2548109076896845,0.0488538034260273,99.38401442307692,0.0331360325217247,0.02581929974257946,981.5367942171882,2.5899245689655173,0.7827001148806216
P7,7,3,self_selected,P7_video3_IMG0830.mp3,108.94802721088435,C,minor,0.9183352651359298,1,2.932415246963501,0.42303088307380676,0.36357858914832974,0.04240645095705986,103.359375,0.047981418669223785,0.03593115508556366,890.5332968905685,2.450709818574169,0.8030646526250547
P8,8,1,sight_reading,P8_video1_IMG1204.mp3,116.4001814058957,G,minor,0.8739259577179933,1,2.4663617610931396,0.6631836891174316,0.2468123432351662,0.039748843759298325,57.421875,0.044528692960739136,0.04214287921786308,873.1932542042191,1.228520422157667,0.8117002281736911
P8,8,2,sight_reading,P8_video2_IMG1205.mp3,85.26222222222222,G,minor,0.8543835826147704,1,2.78236722946167,0.5461282730102539,0.2779699393004436,0.059936605393886566,95.703125,0.05939110368490219,0.047578949481248856,943.567894930443,2.4629899916597164,0.8089650281309021
P8,8,3,self_selected,P8_video3_IMG1206.mp3,238.16562358276644,D,major,0.8466378328585048,0,3.073195457458496,0.2686726748943329,0.28595726011009814,0.07075895369052887,129.19921875,0.0737147256731987,0.030462900176644325,778.0722487742137,3.6823114385994846,0.782562181710909
